,Text,Sentiment
5998,"Our industry is adaptable, resilient, and ready to do what it takes to keep New Zealand fed. 

Visit https://t.co/XbRZCLWoXn for more information. #COVID19 #COVID19nz https://t.co/pNw5pUHzEh",Positive
5999,"As the #coronavirus pandemic has unleashed further waves of #panicbuying this week, meat has been at front and centre of consumer demand, as many news reports have documented. See what they're saying: https://t.co/JpX7ms1hEI #BeefCentral #COVID19au #fakemeat https://t.co/eSshzsLYjp",Negative
6000,"Oil prices could fall below zero ... Oil is a 100 million barrel-per-day market, but Sankey says itÂs possible that the economic fallout from the pandemic could zap demand, creating a 20 million barrel-per-day surplus. #coronavirus  https://t.co/MjNDVE2heb",Positive
6001,Controversial Israeli spyware firm #NSO builds software tracking/analysing mobile data to map #Coronavirus outbreak. A source told me its being piloted now. Comes amid mounting fears of infringement of privacy as states use our smartphones to find infected https://t.co/NgSVZquZfd,Extremely Negative
6002,"Those hiking prices during these uncertain times, money is not everything. Greed in the time of #coronavirus",Neutral
6003,"Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi devices an extra 10 GB of domestic usage. (1/5)",Neutral
6004,"@DougKerr10 Hi Doug, we're very sorry about the delayed reply. Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi d",Negative
6005,"@KittyKaitee Hi Kait! Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi devices an extra 10 GB of domestic usage a",Neutral
6006,"@CaseyZordan Hi Casey! Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi devices an extra 10 GB of domestic usage ",Neutral
6007,"@kimkmccormick We are closely monitoring the COVID-19 situation and are putting in place measures to protect the health and safety of the public and team members. We will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks",Extremely Positive
6008,"@CliffHunse Hi Cliff, we apologize for our delayed response. Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi dev",Negative
6009,"@torimugridge Hi there, sorry for the delayed reply. Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi devices an ",Negative
6010,"@Kenzie_et Hi there! We apologize about our delayed reply. Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi devic",Negative
6011,"@frozeninc Hi Adamie! Starting on March 19th, to assist those working from home during the COVID-19 situation, we willÂ be providing ourÂ consumer and small businessÂ customers withÂ Turbo Hubs, Turbo Sticks and MiFi devicesÂ anÂ extra 10 GB of domestic u",Neutral
6012,"@babsy1234 Hi there! Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi devices an extra 10 GB of domestic usage an",Neutral
6013,"@FrTeacher2012 Hi there, sorry for the delayed response! Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi devices",Negative
6014,"@muskokajen Hi Jen, we're very sorry for the delayed reply! Starting on March 19th, to assist those working from home during the COVID-19 situation, we will be providing our consumer and small business customers with Turbo Hubs, Turbo Sticks and MiFi devi",Negative
6015,@Asher_Wolf Supermarket car park now quieter between 6-7pm than pre COVID-19,Neutral
6016,"ÂThe OystermenÂ was named best restaurant in London last year, but after going from 180 customers a day to 4, it is now is transforming into a mini supermarket that sells (among other things) toilet paper. No joke. #coronavirus @theoystermen @9NewsAUS https://t.co/kknpZwq6bB",Positive
6017,The mood of supermarket staff amp others still working every time a celebrity or social media influencer posts an inspirational message about self isolation,Positive
6018,"Do senior-only grocery store shopping hours make sense? Do we have data proving this is effective at preventing spread of #coronavirus? What if seniors are actually better spreaders of coronavirus owing to, e.g., on average weaker immune systems?",Extremely Positive
6019,"?IMPORTANT: Scammers are taking advantage of fears surrounding COVID-19. Learn how to protect yourself from scam calls and emails by using the resources prepared by the Federal Trade Commission.
 
https://t.co/iBrQDZaNjB",Positive
6020,Going to a supermarket feels like IÂm abroad in fuckin DinoMart. Walking round like a lost soul trying to find something I recognise. Staring at peoples baskets when they walk by wondering where they found all the good shit. #coronavirus #covid19UK #pizzaandeastereggsfordinner,Positive
6021,"Looking at the state of the supermarket shelves, there's going to be a lot of obese people with alcoholism when this blows over. #Convid19uk #coronavirus #ThursdayThoughts #StopTheSpread",Neutral
6022,"Grocery store workers are on the front line, too, @reporterbrown writes 
https://t.co/wRdOnl6AQT",Neutral
6023,Up to 40 #London tube stations were set to close on Thursday ahead of an expected #lockdown in the British capital in the wake of the #CoronaVirus #Pandemic. | #LondonLockdown #CoronaUK #CoronaVirusUpdate @BengalNewzWorld,Neutral
6024,"Regarding #CoronaVirus: ""At least I get to keep going to my job at the supermarket.""

#CoronaVirusUpdate: Stores must close at 10 p.m., meaning everyone who works 5 to midnight must work 3 to 10. https://t.co/u1eF42eBw9",Neutral
6025,Media consumption has spiked because more of us are staying home. Check out this article to learn what other consumer habits have changed since COVID-19 erupted. https://t.co/4WLX2t3gEB,Neutral
6026,I don't think that it was a coincidence that Russia sent oil prices into a tail spin before Covid - 19 was major news in the US.,Neutral
6027,"I live in the country. I will not stop taking my dogs for a walk, because we never see anyone. I will continue to go to the local pub. Why, is it NOT ok to go and have a pint, but itÂs OK to battle in a supermarket for loo roll or baked beans? Absolute LUNACY! #coronavirus",Positive
6028,"As well as the NHS doing a great job, donÂt forget the workers at your local supermarket, not all heroes wear capes #covid19UK #coronavirusuk #coronavirus #tesco #supermarket",Positive
6029,"Shout out to the folks at @LVMH, @Dior, @givenchy and @Guerlain for manufacturing / distributing hand sanitizer to hospitals. #GivingBack
#Coronavirus #COVID19 #staysafe #StayAtHome #LVMH #Guerlain #ParfumsChristianDior #DiorParfums #Dior #GivenchyBeauty #Givenchy https://t.co/YegedePRpC",Positive
6030,"The majority of Amazon's 800,000 workers are working in warehouses and are worried about their safety.

We should ask Jeff Bezos, the world's richest man, if he can afford to guarantee paid sick leave, hazard pay and safe conditions to all of his workers. https://t.co/CsMk7G52pQ",Extremely Positive
6031,Which changing consumer behaviors will persist beyond the pandemic? https://t.co/uYQGq2oqIz,Neutral
6032,"Nessel's office fields 572 consumer complaints on COVID-19 price-gouging, scams https://t.co/LsHE8VR4fP via @detroitnews",Extremely Negative
6033,"Super interesting phylogenetic analysis of SARS-CoV-2 origin. While it remains unknown whether the adaptations that made the virus so transmissible occurred in humans or an animal host, the virus is clearly a product of natural selection. #coronavirus  https://t.co/H2cKVlScPc",Extremely Positive
6034,"I notice stark differences in how people are responding globally to the novel #coronavirus  - I hear that supermarket shelves in the #UK are emptying rapidly &amp; yet here in #Spain, in my small town outside #Granada, the shelves are as full as usual. Curious about the difference...",Positive
6035,"ACTION ALERT: At a time when PA families are worrying about #CoronaVirus, now is the time for PA lawmakers to make a commitment to lowering prescription drug prices. TELL THEM to step up: https://t.co/zzSMN5QJlA

CC: @pahealthaccess https://t.co/hcbLNFl1ZP",Positive
6036,gov warns of scammers exploiting to sell fraudulent products or steal personal data See their info Report a,Extremely Negative
6037,Dear employees thank you for being here We appreciate you tons That s one of the messages left at the Golden grocery store Tonight on at 10 tells us how the manager amp his workers are keeping up with demand,Extremely Positive
6038,Dumbass roommate doen't understand the difference between going out to the grocery store and coming in contact with people and having people over for a party... #imsurroundedbyidiots #coronavirus #mightdie #uugh #pleasesavemefromthestupid https://t.co/bYTJqw3kse,Negative
6039,"Nice to see GusÂs Market in Mission Bay pretty well stocked and orderly. No lines tonight. City leaders say please do not panic-shop. No need to hoard, there is no food shortage and stores will restock @KPIXtv #Covid_19 #coronavirus https://t.co/0lx3Q7kta6",Extremely Positive
6040,FCAWA are hearing from financial counsellors who are anxious about the increase in demand for their services as a result of the economic impact of Covid-19. State and Federal Governments must do more to support this sector and increase our resources to cope #auspol . https://t.co/vcSdW1SFLE,Extremely Positive
6041,"After Pennsylvania closed all its liquor stores, @DistilledSpirit is fighting to reopen them. #retail #coronavirus
https://t.co/QwCFg7gChy https://t.co/j962dcxmuJ",Negative
6042,So my Mum asked my Dad for some hand sanitiser for her handbag to ward off He returned from the supermarket with this   He didn t wonder why it was the only thing left,Positive
6043,#coronavirustv #coronavirus supermarket shieeeet. rylan clark hosts the throwback game show as contestants battle it out to the death for bog roll and pasta,Extremely Negative
6044,"@piersmorgan NHS workers are doing 12+ hour shifts and by the time they're finished, all the greedy selfish bastards in society (and there are many) have cleared out the supermarket shelves. How are you going to help them?

#coronavirus #COVID19 #pani",Extremely Negative
6045,"Most grocery store chains have online pickup &amp; delivery &amp; accept SNAP
Call your pharmacy &amp; see if they deliver prescriptions &amp; OTC medications (Many offer free &amp; reduced delivery) 
Sneeze &amp; cough into the crook of your arm 
https://t.co/Nxqc64muTR
#COVID19 #CoronaVirus 4",Extremely Positive
6046,"Oil Prices $20.66/Barrel The Lowest Prices Ever. @KremlinRussia_E @Snowden @MedvedevRussiaE @mod_russia @wikileaks @M_Simonyan this is the worst I've seen Oil Prices, I PRAY FOR YOU ALL to survive this devastating @china #Wuhan #Coronavirus #BioChemicalWarfare On World by @china https://t.co/5d1zcZ6nKF",Extremely Negative
6047,Online shopping rey be like  enter discount code Covid 19 for 50 off ,Positive
6048,"Thinking about all of the students, families, teachers, leaders and staff affected by COVID-19. Also sending our heartfelt gratitude to all those on the front lines from healthcare to grocery store workers. Stay positive everyone, weÂll get through this!",Extremely Positive
6049,"#BigThreeConsulting #BCG BCG: BCGÂs first weekly COVID-19 Consumer Sentiment Snapshot reveals fear of the virus and recession, but also many signs of business as usual: https://t.co/nQnxTo9O6f https://t.co/niUOOEZTqI",Negative
6050,"During the #ChineseWuhanVirus pandemic, one of the few benefits of being a smoker is the ability to empty an entire supermarket isle with ease by summoning up a coughing fit at will
#coronavirus #lockdownuk #FightCOVID19",Extremely Positive
6051,This is exactly correct. Urgently required.  If we look after public health now and minimize rather than fatalistically accept the spread of #coronavirus the sooner the economy will recover @bec_white @JoshFrydenberg @DanielAndrewsMP @AlboMP @abcnews #covid19australia https://t.co/xDB6PijuAx,Positive
6052,To state the obvious 19 is terrible from a social justice perspective Lower income people pretty much have to expose themselves to higher risk Some warehouse workers grocery store staff can continue to work and they have to they have expenses and not enough savings,Negative
6053,German Chancellor Angela Merkel thanked supermarket staff They truly are front line workers as people wake up to the severity of   ICYMI   ps Merkel has a doctorate in Chemistry,Extremely Positive
6054,"@shomaristone @NBCNews Ron DeSantis, you are failing to protect your citizens covid 19 In Destin there is no meat at store. Spring break families from southeast are still arriving. Beaches, restaurants, retail open. No regard for locals needs of essential",Extremely Negative
6055,"Did you know Guy voted against lowering drug prices and the ACA, denying affordable healthcare and access to affordable medicine to thousands in the #PA14? We need a Rep who will look out for us!
#NotThatGuy #CoronaVirusUpdate #DemCast #coronavirus https://t.co/RngZXcBaBz",Negative
6056,I think itÂs a good time to remind #PA14 that your Congressman voted against allowing the government to negotiate lower drug prices which would make any vaccine and other medication affordable to so many in SW PA. #NotThatGuy #Marx4Congress #coronavirus #Covid_19 #DemCast https://t.co/23jhOUVk19,Positive
6057,"Self-isolating will remain impossible while supermarket shelves are empty and home delivery, when you can get one, brings a fraction of what was ordered #panicbuying #coronavirus #Covid_19 #shopping #pandemic https://t.co/LC4thXzRsq",Negative
6058,Are you attention starved Sneeze in a grocery store,Negative
6059,"Cryptocurrency markets creaking, bitcoin prices crash. The economic hit from the #coronavirus outbreak spread from stocks, oil and bonds to #cryptocurrency markets late last week, #bitcoin crashed. https://t.co/4apo3jVfbm https://t.co/9tq7U1PTcE",Negative
6060,"People who are hiking prices during the Corona outbreak are a disgrace, and I hope when things get back to normal, people remember how you ripped people off....shame on you! #CoronaVirusChallenge #coronavirus #covid19UK #FightCOVID19 #selfishpeople #ThursdayThoughts",Negative
6061,"OAP slams supermarket panic buyers for putting elderly more at risk of #coronavirus
https://t.co/0NYu1mTR1T",Extremely Negative
6062,Erdington Food Bank are appealing for donations during the ongoing crisis as increased demand means they are seeing shortages of certain food and supplies Please give if you can remembering to always follow the latest advice on social distancing and self isolation,Negative
6063,"To be honest, i'm not in support of this panic buying where all the small scale retailers are fighting with household consumers in hoarding food stuff etc.
My concern is the faith of the vulnerable who relies on charity for their means of livelihood #covid19UK #coronavirus",Positive
6064,"Panic buying is putting additional pressure on the food delivery network. However, it is difficult to predict what items consumers will stock up on if the spread of the virus continues.

#Coronavirus #SEO #SEM #SMO #SMM #websitedesign #websitedevelopment #mobileappdevelopment",Extremely Negative
6065,"According to data from Quantam Metric, traditional retailers with online stores have seen meaningful increases in online shopping revenues.

#coronavirus #SEO #SEM #SMO #SMM #websitedesign #websitedevelopment #mobileappdevelopment #DigitalMarketing #ecommerce #retail",Positive
6066,Is bitcoin a safe haven? What COVID-19 pandemic means for prices Â Kitco NEWS https://t.co/qgj1W3TzVr #bitcoin,Positive
6067,Officials from the M o National Food Security informed that will not face any food shortage as Pakistan has sufficient stocks of essential items to meet the immediate needs,Positive
6068,What Customers Think About #Restaurants and #Coronavirus @QSRmagazine https://t.co/qcm7ZzGltG @DKleinWriter https://t.co/LVV6kG4GNe,Neutral
6069,"Who is watching retailers during this #coronavirus pandemic, prices are being inflated and this is criminal! @EFFSouthAfrica is there anything that can be done?I hear you guys addressed and warned against this...? https://t.co/BPHTKNJVJo",Extremely Negative
6070,"The Unpredictable: COVID-19
Coronavirus is seriously shaking up CPG business and consumer behavior. 

 https://t.co/nAI3K5NG5l",Negative
6071,@CashApp $blakewearblake help a grocery store worker out during this covid-19 chaos ??,Negative
6072,#GoodMorning #BREAKING #news not abt #coronavirus SO just arrived listing today #14k #gold #SterlingSilver #jewelry 4 #WOMEN #men ? #jade #Dragon #cz #pendants # #blue #lapis #hoops #morganite #earrings Chains #necklaces #rings preowned deep #sale #prices at #blingschlingers.com https://t.co/6nnTBLceEu,Neutral
6073,"We are open until 630pm

#supportlocal #blissbakedgoods #yegfood #yegvegan #stayhealthy #staysafe #keepingclean #coronavirus #freshbread #bagels #muffins #donuts #feedingoursouls #feedingthepublic #stockupÂ https://t.co/oJAaM9UIYG",Neutral
6074,"Episode Five: Consumer Choice, Alternatives &amp; COVID-19 | via Cattle and Coffee https://t.co/aZyF1UisBx #agchat",Neutral
6075,A Shreveport grocery store posted this sign across the store to safeguard against hoarding As we continue to battle the we must be mindful of someone else,Neutral
6076,Oil Jumps 11% to $22.54 a Barrel in Volatile Trading in New York https://t.co/SDppn5OM3W,Neutral
6077,"Oil rebounds, jumps more than 20% https://t.co/0oRshY5A9V https://t.co/x7fRUJ3Nzd",Neutral
6078,"Please be aware that several scams involving the COVID-19 virus are going around and will not be slowing down anytime soon! Click on links below for further information:
https://t.co/O6CbOtkley
https://t.co/CldPjA64Ne https://t.co/4gUVq3VKAX",Negative
6079,Money Moves to Survive a Coronavirus Recession - Consumer Reports https://t.co/xjfSDVj8l9 @PennyWriter @ConsumerReports #coronavirus #CoronaVirusUpdate #coronavirusrecession,Negative
6080,"I didnÂt know NYS had the highest amount of cases in the US, with the third highest amount of deaths... Now I truly understand why weÂre on such high alert. #coronavirus #CoronaVirusUpdate #coronavirusnewyork #Coronavirusnyc https://t.co/6aAjxfPP2s",Extremely Positive
6081,"Oh, God. This dear woman ...
#panicbuying #StopPanicBuying #covid19UK #coronavirus https://t.co/r6FwM1Oe0E",Extremely Positive
6082,In line at the supermarket- I hated to go- lady in front of me spends 10 minutes arguing with the cashier about her fucking coupons. #coronavirus,Extremely Negative
6083,"@Tesco might want to update your offers so people can actually use them during the #covid19UK #crisis without having to buy other items to stay within restrictions!
#StopPanicBuying #coronavirus #StaySafeStayHome #onlineshopping https://t.co/SAfShaJ85C",Positive
6084,Dr Bonnie Henry says the grocery supply chain is OK but drops a hint of something to come There s a strategy ministries are working out has powers under the Emergency Program Act to ration and set prices to stop gouging,Extremely Negative
6085,you guys should just take away trolleys for a while Maybe that would slow people down a bit Or atleast it might show them what their actions are making you do,Neutral
6086,"Today a customer said to my fiance' who works at a grocery store ""you must feel great you are working all day and not having to worry about this.""  

I don't want this person to get Covid-19 that would be horrible.

But I do want to shoot them out of a cannon.",Negative
6087,"Good morning everyone, except you panic buyers. Stop being so greedy and leave some food for others. 

With everything going on in the world, this covid 19 is very serious right now. Stay safe, stay blessed and enjoy your days, appreciate some time with your loved ones ?",Extremely Positive
6088,We're going to step up testing for #coronavirus #COVID19 https://t.co/A7cNeBOd1J,Neutral
6089,"Please be reasonable in your shopping, be considerate and thoughtful of others as you do it. https://t.co/Dwo7lTIkg7",Extremely Positive
6090,"IndiaÂs spring fever: The Covid-19, restructuring of Yes Bank, and fall in oil prices #COVID2019 #COVID2019india #macroeconomics 
https://t.co/qrftmvWLqI",Positive
6091,"Hon. Commissioner Health #Borno State emphasizes @WHO Guidelines on how to reduce risk of #COVID19 
1. Avoid public places 
2. Wash hands with soap &amp; water 
3. Use hand sanitizer
4. Cough &amp; sneeze into elbows 
5. Seek attention immediately if symptoms of cough/fever
#coronavirus https://t.co/TrwkmpIjVt",Neutral
6092,#olderadults are particularly vulnerable to fraudulent #coronavirus claims. @FTC offers tips on preventing #COVID19 scams. #caregivers #inthistogether https://t.co/7Le1HgFmRl,Extremely Negative
6093,You can still avoid stressful supermarket scenesÂand support economically vulnerable local business ownersÂby spending your money at small markets instead of big-box retailers. #covid_19 https://t.co/rF17kkflJt,Negative
6094,How to social distance in the grocery store | CBC News https://t.co/iGDgj5hKKx #coronavirus #Pandemic #COVID19 #CoronavirusUpdates #Lockdown #Closed #Suspended #Coronapocalypse #coronapandemic,Neutral
6095,Panic buying is forcing supermarkets to ration food and supplies - #COVID19 #coronavirus #WHO #pandemic #panicbuying #supermarket https://t.co/LpEnZevdvl,Negative
6096,Metro #Vancouver gas prices set to hit as low as $1 a litre - BC | https://t.co/Crj0FKs12q https://t.co/siHhFqgg8i #coronavirus #Pandemic #COVID19 #CoronavirusUpdates #Lockdown #Closed #Suspended #Coronapocalypse #coronapandemic #StateOfEmergency #Canada #Canucks #GasPrices #Gas,Negative
6097,"moonbeamwishes Hey, Megan! We will work to keep our Clubs stocked and prices fair. As one would expect, paper products, cleaning supplies and other items are in high demand as Members prepare for the possible impact of COVID-19.",Positive
6098,"beat2394 We are working to keep our Clubs stocked and prices fair, Alicia. As one would expect, paper products, cleaning supplies and other items are in high demand as Members prepare for the possible impact of COVID-19.",Positive
6099,"Ah, nothing like government propaganda... 'all is well, comrade...' via @meduza_en St. Petersburg governor visits a grocery store to verify stocked shelves and speaks to a random shopper who randomly turns out to be an actress #Russia #COVID #coronavirus https://t.co/Ef1wT9wASS",Positive
6100,ÂThe Lucky Charms were all gone.Â Disappointments of a food shopper trying to stock up. https://t.co/f4HTDNkPNi #coronavirus #maga,Positive
6101,"Me but with different wipes and sanitizers going to the grocery store #coronavirus 
Kevin Garnett Is Ready for War https://t.co/a92bZPsCFO via @YouTube",Negative
6102,What Does COVID-19 Mean For Data Protection Under GDPR? https://t.co/dvmCb0jTZ1 ; he delicate balance between protecting consumer privacy and protecting public health,Positive
6103,just hit a RECORD HIGH 6 Credit Suisse raises rating to OUTPERFORM from NEUTRAL will accelerate consumer shopping habits for 5 years amp move to for  ,Positive
6104,"Just in the #supermarket - anyone need anything? Yes itÂs well stocked, and no IÂm not telling you where I am! #shopping #coronavirus https://t.co/sLQ1Xf9OzP",Positive
6105,It's official - the first gas station drops prices to 99 cents/gallon amid the #coronavirus outbreak. Guess where it is? Not in California. https://t.co/EcmtrU40Gr via @ABC7 #gasprices #CoronaVirusUpdate #economy,Neutral
6106,PSA from a grocery store worker STOP BUYING BABY WIPES TO REPLACE TOILET PAPER ACTUAL BABIES NEED THEM MORE Jerks,Extremely Negative
6107,"It was a pleasure to be part of such a timely and insightful conversation with some fellow RetailWire braintrust members @nikkibaird, @jtenser, and Ken Morris. 

The impacts of Covid-19  will be an ongoing dialog. Retailers, consumer products, manufactureÂhttps://t.co/veLfT4NOfX",Positive
6108,"HEALTH CARE WORKERS, GROCERY STORE EMPLOYEES, TRUCK DRIVERS, AND CITY, STATE EMPLOYEES 

ARE NOW MORE IMPORTANT THAN PRO ATHLETES, ACTORS AND MUSICIANS. #coronavirus #electionyear #QuarantineLife #CoronaVirusUpdate @realDonaldTrump",Extremely Positive
6109,"WhatÂs desperately needed from our biz leadership are efforts to remind the public to behave with respect, civility, and consideration for grocery store clerks and other front-line workers, says @TinaMCasey on @TriplePundit #COVID19 https://t.co/z8He4xpA5F https://t.co/mtcuT3ybWU",Positive
6110,"Techinally 1st day of quarantine... went to the vets (aka just went to a parking lot), to the farm, &amp; the grocery store. Still on the search for flour.... ? #CoronaVirus",Neutral
6111,"Consumer Reports has developed a ""Coronavirus Resource Hub"" that is FREE TO EVERYONE with information everyone should know:

https://t.co/fxQyfBH6nU",Extremely Positive
6112,"Fellow Coloradoans, please consider donating to the COVID-19 Relief Fund.  

https://t.co/QnQzbDcUGC

Also, reach out to your local food bank. They are feeling the pinch as people stock up.",Extremely Positive
6113,"Trump claims low gas prices are like a big tax cut! This man is all about business!

Now he is saying he feels bad for Russia &amp; Saudi Arabia!

This man is unfit!

#Coronavirus",Extremely Negative
6114,"Severe blood?shortages because of blood drives cancelled due to #coronavirus, consider donating blood when you do go out to the grocery store! https://t.co/vRqVx33Sb3",Extremely Negative
6115,It is absolute PANIC in Lidl Fencepeace Rd People are fighting and arguing over food and queues 4 lanes front to back of store Stress levels are very high,Extremely Negative
6116,"In the midst of a 21st century pandemic, there are two types of peopleÂthe online shoppers and the precarious gig workers who serve them.

brutal line of argument from @jason_koebler:

https://t.co/fft5qakyZW",Extremely Negative
6117,"Checks from the government Covid -19.  Scam warning.
https://t.co/dezCgGqSNh https://t.co/456Jt8q1Au",Extremely Negative
6118,Thank you to the medical staff supermarket employees delivery drivers garbage collectors teachers carers farm amp factory workers amp all the many others whose vital services the rest of us rely on,Positive
6119,MADNESS ON THE OLD KENT ROAD UPDATE ON ASDA Reports of Asda on the Old Kent Road being closed because of a fight over bog roll were highly exaggerated according to a spokesman for the supermarket giant,Extremely Negative
6120, Emergency food aid providers cannot keep picking up the pieces and supporting more and more people let down by a broken benefits system and insufficient wages    @sabineegoodwin   @Independent   ,Negative
6121,"These Covid-19 times are tricky and so it is with investments at this time.

Stocks are dropping, Crude prices are dropping and other Rates will fluctuate, prices will drop and investments will be unstable. 

However, never forget that Real estate never loses value. https://t.co/z3cW69ZYqQ",Extremely Negative
6122,Wonder now the schools are closing how many parents will drag their virus incubators with them to the supermarket to play with all the over 70Âs who seem to have taken up residence there. #COVID19 #coronavirus,Positive
6123,Barbing hair prices went up too??? #coronavirus,Neutral
6124,"My usual commute takes an hour and five to ten minutes. Today, 55 minutes. Gas prices are as low as when I was in elementary. IÂm very unsettled. #coronavirus",Negative
6125,"#petrol #prices are still topping near 160 in @abccanberra. Costco is the ONLY one doing the right thing. This is disgusting that the public are still filling corporate profit margins, during a global crises #covid19australia #COVID2019AU #canberra #COVID2019 #covid19australia https://t.co/9XB55KNsiL",Negative
6126,".@annelies_goger: Low-income adults typically cannot afford to stock up on food and supplies. Federal, state, and local responders need to consider targeted solutions to help this segment of the population during the COVID-19 crisis. https://t.co/iK9pnLTzJb",Negative
6127,"KEEP YOUR HOME SAFE &amp; CLEAN
The Best Way to Avoid the #Coronavirus is in Clean Home
Absolutely Outstanding Cleaning @ Awesome Rates
Prices: 2 Hours 2 Maids $75 +
Serving Las #Vegas, #Summerlin, #Boulder City &amp; More
https://t.co/ZnTzWzJ4M5 
(702)508-9032
#CCSD #CCSDNEWS #VEGASNEWS https://t.co/pxQWoV9eDV",Extremely Positive
6128,Local supermarket at 7:05 am this morning. Social distancing has been taken very seriously by people.. #coronavirus #SocialDistancingNow #panicshopping https://t.co/AjyFRApAhN,Negative
6129,feeling effects of induced shifts in behavior,Positive
6130,First trip out since lockdown today.  The weekly food shop.  Just weird.  Roads empty.  Supermarket at best a quarter the usual number of people.  Shelves pretty full.   Plenty of loo rolls!  #coronavirus,Extremely Positive
6131,One year ago out of the blue resigned One year later although he still holds power poor considering the market context and the failure in diversification he should have taken the same step,Extremely Negative
6132,COVID-19 tip!!! Spray your produce from the grocery store with Lysol before eating!! Please RT!,Positive
6133,Small business development minister expected to announce R1bn support package to produce more of the critical consumer goods needed for the effective control of the Covid-19 coronavirus and to manage possible supply shortages.@News24,Positive
6134,". @BDA_Dietitians urges restraint when buying food during #Covid_19 #Coronavirus pandemic ""...we have seen many people Âpanic buyingÂ supplies...empty shelves are likely to have the biggest impact on the poorest&amp; most vulnerable members of our society."" https://t.co/2tkZQj2prr",Extremely Negative
6135,"#CoronavirusInSA Health care workers, Grocery store employees and Truck drivers are suddenly Important than professional athletes, actors and famous musicians???
#CoronaVirusUpdate 
#Covid_19 
#sabcnews",Extremely Positive
6136,"COVID-19 pandemic is a health and humanitarian crisis, and it is also an economic shock. Outbreak has resulted in a dramatic disruption to commercial, consumer and civic life that could become permanent shifts.

Businesses are rapidly assessing fast-changÂhttps://t.co/HnlSqN6DSd",Extremely Negative
6137,"AustraliaÂs richest person, Anthony Pratt, says his cardboard box-making and recycling company is keeping its factories open and running at full capacity as shoppersÂ demand for food spikes amid the #coronavirus outbreak. @JohnStensholt #ausbiz https://t.co/RhGuDJlpfS",Positive
6138,"PM Modi assures there will be no shortage of food, medicines, milk and other supplies, appeals against panic buying

#CoronavirusOutbreakindia
#COVID19
#PMModi

https://t.co/2f6djVzKEs https://t.co/JcKy1VyfNz",Extremely Negative
6139,"Joules has urged the Government to do more to help workers in the UK retail sector as the economic impact of #coronavirus continues
https://t.co/V1fNgxxlff",Positive
6140,"#Oil prices are at their #lowest level in 17 years, dropping below $25 a #barrel, as demand for fuel has been hit by work and travel lockdowns introduced in some of the #worldÂs biggest #economies to contain the spread of #Coronavirus. More with @FT?https://t.co/sKR2QUlC3I",Negative
6141,"Where my bourgie people at? ? Just quinoa, chia seeds and decimated coconut left on ?? supermarket shelves. ??
#SelfIsolation #schoolclosuresuk #coronavirus #stockpiling 
Last time I looked for food this much was winter 2008 in Zimbabwe during the ÂcrisisÂ. #POSITIVITY",Extremely Negative
6142,"So much about #coronavirus is very, very bad. 

This news is *very* bad. 

An Administration which tried to sabotage #Census2020 long before the #pandemic won't be getting creative to save it.?https://t.co/iN3W80ny60",Negative
6143,In the wake of the outbreak many supermarkets have introduced restrictions on products to ensure availability while others have brought in changes for older customers,Positive
6144,Smart Take in a Time of here are some of the distilleries perfumeries and other eries that are now making hand sanitizer by mullin3 for,Extremely Positive
6145,#StayCalm Altered consumer retail purchasing behaviors in the wake of the spreading #Covid_19 has food and beverage manufacturers as well as retailers scrambling to keep pace with demand https://t.co/YefyFRVc4s,Positive
6146,Convenience Store Retail Chain @YeswayStores Message on  #Covid_19 procedures and protocols. They are helping to keep everyone safe. #Yeswaystores Learn More At https://t.co/6I65FGGqEp https://t.co/nhKiClXhHf,Extremely Positive
6147,"Convenience Store #Spur has .99 cent per gallon for regular gas has been verified buy #GasBuddy #SpurBP station 815 N Laurel Rd, London, KY, 40741 #GasPrices  Low prices are a result of the global #Covid_19 virus https://t.co/PchZSauM98",Negative
6148,Are you a creator in need of financial assistance A consumer able to contribute to keep creators afloat during Get thee to the and ask for help or donate to s,Positive
6149,All these shops who are putting prices up for basic things like toilet roll need to be boycotted once this shitstorm is over with. #coronavirus,Negative
6150,If only the supermarkets chained up the trolleys and just let you use baskets.......... #panicbuying #Supermarkets #FightCOVID19 #BorisJohnson #problemSolving,Neutral
